vid_id,fps,vid_url,view,participants,file_name
AZzqE5Iqxx4,25,https://www.youtube.com/watch?v=AZzqE5Iqxx4,off,2,#364 - Mystery UberEats Delivery - The Daily Talk Show [AZzqE5Iqxx4].mp4
fOJaiYfiyok,25,https://www.youtube.com/watch?v=fOJaiYfiyok,on,2,#827 - Media & Localism - The Daily Talk Show [fOJaiYfiyok].mp4
wlKUumm4eSw,25,https://www.youtube.com/watch?v=wlKUumm4eSw,off,2,#533 - Talking About Your Thoughts - The Daily Talk Show [wlKUumm4eSw].mp4
FvIOpv2lCCc,25,https://www.youtube.com/watch?v=FvIOpv2lCCc,off,4,#536 - Lady-Brains With Anna Mackenzie & Cait Judd - The Daily Talk Show [FvIOpv2lCCc].mp4
YRS9I1iFAkI,25,https://www.youtube.com/watch?v=YRS9I1iFAkI,off,2,#372 - Josh’s Favourite Party Trick - The Daily Talk Show [YRS9I1iFAkI].mp4
g4Gzu4OHouY,25,https://www.youtube.com/watch?v=g4Gzu4OHouY,on,4,#935 - Information Diets - The Daily Talk Show [g4Gzu4OHouY].mp4
DyUSxJt0wBI,30,https://www.youtube.com/watch?v=DyUSxJt0wBI,on,2,#841 - Two Tired Babies - The Daily Talk Show [DyUSxJt0wBI].mp4
O8BDVx9-1P0,30,https://www.youtube.com/watch?v=O8BDVx9-1P0,on,2,#838 - Drinking From The Tap - The Daily Talk Show [O8BDVx9-1P0].mp4
gDHZqUMekD0,25,https://www.youtube.com/watch?v=gDHZqUMekD0,off,2,"#377 - Inspiration, Passion & Creativity - The Daily Talk Show [gDHZqUMekD0].mp4"
6sm1JLPjAzQ,25,https://www.youtube.com/watch?v=6sm1JLPjAzQ,off,3,#328 - ACA's Oscar Gordon - The Daily Talk Show [6sm1JLPjAzQ].mp4
sNaGSXDx_oI,25,https://www.youtube.com/watch?v=sNaGSXDx_oI,on,4,#683 - Wet Earwax - The Daily Talk Show [sNaGSXDx_oI].mp4
pzTmXFi_jJI,25,https://www.youtube.com/watch?v=pzTmXFi_jJI,on,4,#713 - The Savvy Dietitian - 24 Hour Live Stream - The Daily Talk Show [pzTmXFi_jJI].mp4
a4txVF7fPRE,25,https://www.youtube.com/watch?v=a4txVF7fPRE,off,2,#271 - Tommy's Anxious Dream - The Daily Talk Show [a4txVF7fPRE].mp4
l3eDB21cxEM,25,https://www.youtube.com/watch?v=l3eDB21cxEM,off,2,#603 - Learnings & Leaning In - The Daily Talk Show [l3eDB21cxEM].mp4
XSkSgxk1dLk,25,https://www.youtube.com/watch?v=XSkSgxk1dLk,on,4,"#685 - Undies, Cologne & Formal - The Daily Talk Show [XSkSgxk1dLk].mp4"
o0ypNhJgtXA,25,https://www.youtube.com/watch?v=o0ypNhJgtXA,off,3,#471 - Kate Meade On The Art Of Asking - The Daily Talk Show [o0ypNhJgtXA].mp4
231SKGWfhXE,30,https://www.youtube.com/watch?v=231SKGWfhXE,on,2,#922 - Infamously Awkward - The Daily Talk Show [231SKGWfhXE].mp4
oQKuMvCWPUQ,30,https://www.youtube.com/watch?v=oQKuMvCWPUQ,on,2,#917 - Cold Sores & Emergency Hacks - The Daily Talk Show [oQKuMvCWPUQ].mp4
-qlBlHUgHBw,25,https://www.youtube.com/watch?v=-qlBlHUgHBw,on,4,#907 - What's For Dinner？ - The Daily Talk Show [-qlBlHUgHBw].mp4
eVwjM13_804,25,https://www.youtube.com/watch?v=eVwjM13_804,off,2,#415 - A Mystery Delivery - The Daily Talk Show [eVwjM13_804].mp4
pqirl5pydEk,25,https://www.youtube.com/watch?v=pqirl5pydEk,off,2,#475 - Porn - The Daily Talk Show [pqirl5pydEk].mp4
isGK--1KMQg,25,https://www.youtube.com/watch?v=isGK--1KMQg,mix,5,#742 - Back In Studio - The Daily Talk Show [isGK--1KMQg].mp4
aN7dSTuCPIc,25,https://www.youtube.com/watch?v=aN7dSTuCPIc,on,4,#672 - Stolen Meal Delivery - The Daily Talk Show [aN7dSTuCPIc].mp4
6aItvsfAV3s,25,https://www.youtube.com/watch?v=6aItvsfAV3s,off,2,#391 - Should I Have A Kid？ - The Daily Talk Show [6aItvsfAV3s].mp4
xaN3H9XHkz4,25,https://www.youtube.com/watch?v=xaN3H9XHkz4,off,3,#318 - Charlie Clausen The Aussie Podcast Godfather - The Daily Talk Show [xaN3H9XHkz4].mp4
NFT-uiWSUms,25,https://www.youtube.com/watch?v=NFT-uiWSUms,off,2,#361 - Stacks On At The Big Strawberry - The Daily Talk Show [NFT-uiWSUms].mp4
280vkposhDc,25,https://www.youtube.com/watch?v=280vkposhDc,off,3,#502 - Hard As A Rock - The Daily Talk Show [280vkposhDc].mp4
r_9Dvxm0V90,25,https://www.youtube.com/watch?v=r_9Dvxm0V90,off,3,#549 - The 2020 Virtual Assistant - The Daily Talk Show [r_9Dvxm0V90].mp4
YP_nB6QlDFc,25,https://www.youtube.com/watch?v=YP_nB6QlDFc,off,2,#985 - Avocado Crime - The Daily Talk Show [YP_nB6QlDFc].mp4
67lWuMjFuy8,25,https://www.youtube.com/watch?v=67lWuMjFuy8,off,2,#948 - We Bought An Air Fryer - The Daily Talk Show [67lWuMjFuy8].mp4
WLBU6B9CnMM,25,https://www.youtube.com/watch?v=WLBU6B9CnMM,off,2,#1005 - Buying A House & A Gronk Surprise - The Daily Talk Show [WLBU6B9CnMM].mp4
j3b3-KvyORQ,25,https://www.youtube.com/watch?v=j3b3-KvyORQ,off,2,#382 - Our Favourite Part Of The Show - The Daily Talk Show [j3b3-KvyORQ].mp4
WlnSQeTyE9o,25,https://www.youtube.com/watch?v=WlnSQeTyE9o,off,2,#331 - Cluster - The Daily Talk Show [WlnSQeTyE9o].mp4
csu_Jmdb04Y,25,https://www.youtube.com/watch?v=csu_Jmdb04Y,on,2,#812 - A Money Making Mogul - The Daily Talk Show [csu_Jmdb04Y].mp4
Ut2gsjTKTWY,25,https://www.youtube.com/watch?v=Ut2gsjTKTWY,off,3,#274 - Gemma's Not A Munter - The Daily Talk Show [Ut2gsjTKTWY].mp4
SLYG8Zc2inY,25,https://www.youtube.com/watch?v=SLYG8Zc2inY,on,4,#724 - Christian Hull - 24 Hour Live Stream - The Daily Talk Show [SLYG8Zc2inY].mp4
DwDMMSdrM40,25,https://www.youtube.com/watch?v=DwDMMSdrM40,off,3,#335 - Craig Bruce Changed The Game - The Daily Talk Show [DwDMMSdrM40].mp4
8cItTqL18BQ,25,https://www.youtube.com/watch?v=8cItTqL18BQ,off,3,#288 - Finding Mr. 97 A Life Partner - The Daily Talk Show [8cItTqL18BQ].mp4
cxBW6aZ4MJs,25,https://www.youtube.com/watch?v=cxBW6aZ4MJs,off,2,#404 - We Are Hypocrites - The Daily Talk Show [cxBW6aZ4MJs].mp4
3oUSmAxc_rU,25,https://www.youtube.com/watch?v=3oUSmAxc_rU,off,3,"#444 - Tully Smyth On Social Squad, Psychologists & Grieving - The Daily Talk Show [3oUSmAxc_rU].mp4"
fM5lIaQih0Y,25,https://www.youtube.com/watch?v=fM5lIaQih0Y,off,3,"#390 - Luke Kidgell On Radio, Podcasting & Comedy - The Daily Talk Show [fM5lIaQih0Y].mp4"
ujYx6Rhd2zE,25,https://www.youtube.com/watch?v=ujYx6Rhd2zE,off,2,#268 - The Problem With Marie Kondo - The Daily Talk Show [ujYx6Rhd2zE].mp4
S_lzPb1cBzk,25,https://www.youtube.com/watch?v=S_lzPb1cBzk,off,3,#504 - Birthday Cake & The Santa Monica Pier - The Daily Talk Show [S_lzPb1cBzk].mp4
7dki-D0UlI4,30,https://www.youtube.com/watch?v=7dki-D0UlI4,mix,4,#786 - A Failed Prank - The Daily Talk Show [7dki-D0UlI4].mp4
xL05bX_eQ_A,25,https://www.youtube.com/watch?v=xL05bX_eQ_A,off,3,#618 - Booktopia's Tony Nash On Building A Sustainable Business Model - The Daily Talk Show [xL05bX_eQ_A].mp4
k8INckc9Moo,25,https://www.youtube.com/watch?v=k8INckc9Moo,off,2,#631 - Sneezes & Clean Toilets - The Daily Talk Show [k8INckc9Moo].mp4
kiQD1O7B9t8,30,https://www.youtube.com/watch?v=kiQD1O7B9t8,mix,4,#642 - Exposure Therapy & Hair Growth - The Daily Talk Show [kiQD1O7B9t8].mp4
d5wEo6kZ8kI,25,https://www.youtube.com/watch?v=d5wEo6kZ8kI,off,2,#417 - Going To The Footy - The Daily Talk Show [d5wEo6kZ8kI].mp4
IQP0lRAGIdQ,30,https://www.youtube.com/watch?v=IQP0lRAGIdQ,mix,5,#758 - The McDonald's McFlurry Exposé - The Daily Talk Show [IQP0lRAGIdQ].mp4
NLJoNqXAtpU,25,https://www.youtube.com/watch?v=NLJoNqXAtpU,off,3,#531 - Structured Fun - The Daily Talk Show [NLJoNqXAtpU].mp4
TZg23rqGlrE,30,https://www.youtube.com/watch?v=TZg23rqGlrE,on,4,"#647 - Dating, Centrelink & Screen Time - The Daily Talk Show [TZg23rqGlrE].mp4"
ZBiDdSOyEQE,30,https://www.youtube.com/watch?v=ZBiDdSOyEQE,mix,3,#943 - Georgie Boy On The Barbecue - The Daily Talk Show [ZBiDdSOyEQE].mp4
kky2lSVjwkQ,25,https://www.youtube.com/watch?v=kky2lSVjwkQ,off,4,#566 - Hot Ones With Hayden Dib - The Daily Talk Show [kky2lSVjwkQ].mp4
DZsv2pu6ty4,25,https://www.youtube.com/watch?v=DZsv2pu6ty4,on,6,#680 - Happy Birthday Harry - The Daily Talk Show [DZsv2pu6ty4].mp4
KJ-5bbgRC6M,25,https://www.youtube.com/watch?v=KJ-5bbgRC6M,off,3,#399 - Dolphin Farts With Tommy's Bro - The Daily Talk Show [KJ-5bbgRC6M].mp4
0q1kacfdw8U,25,https://www.youtube.com/watch?v=0q1kacfdw8U,on,2,#926 - Thinking About Death - The Daily Talk Show [0q1kacfdw8U].mp4
ll04irMoOHA,25,https://www.youtube.com/watch?v=ll04irMoOHA,off,2,#942 - Moving Day - The Daily Talk Show [ll04irMoOHA].mp4
xW4BvxcuCfc,25,https://www.youtube.com/watch?v=xW4BvxcuCfc,off,2,#440 - Bring Back The Ring - The Daily Talk Show [xW4BvxcuCfc].mp4
jJk9bQcmE9s,25,https://www.youtube.com/watch?v=jJk9bQcmE9s,mix,5,"#766 - Tim Reid On Marketing, Partnerships & Taking Action - The Daily Talk Show [jJk9bQcmE9s].mp4"
y6dqL5tIGOE,25,https://www.youtube.com/watch?v=y6dqL5tIGOE,off,2,"#572 - Openness, Mindfulness & Culture - The Daily Talk Show [y6dqL5tIGOE].mp4"
lSnuFcja7MQ,30,https://www.youtube.com/watch?v=lSnuFcja7MQ,on,2,#845 - Something To Look Forward To - The Daily Talk Show [lSnuFcja7MQ].mp4
ex7yA9Wz2ls,25,https://www.youtube.com/watch?v=ex7yA9Wz2ls,off,2,#445 - Healthy Carrot Cake - The Daily Talk Show [ex7yA9Wz2ls].mp4
HKAJVKhCsR4,25,https://www.youtube.com/watch?v=HKAJVKhCsR4,off,2,#316 - Pillow Talk With Ash Williams - The Daily Talk Show [HKAJVKhCsR4].mp4
fcvC7YR5HfQ,25,https://www.youtube.com/watch?v=fcvC7YR5HfQ,on,4,#675 - DJ JJ's Blow-Up - The Daily Talk Show [fcvC7YR5HfQ].mp4
a3_JsaL3MRA,25,https://www.youtube.com/watch?v=a3_JsaL3MRA,off,2,#939 - The Next Social Network - The Daily Talk Show [a3_JsaL3MRA].mp4
PEr_nq-yqJM,25,https://www.youtube.com/watch?v=PEr_nq-yqJM,mix,4,#792 - The Daily Aus & News On Social Media - The Daily Talk Show [PEr_nq-yqJM].mp4
CHGFAFTjLQo,25,https://www.youtube.com/watch?v=CHGFAFTjLQo,off,2,#365 - Late On Donut Day - The Daily Talk Show [CHGFAFTjLQo].mp4
2tgrhTDoB00,25,https://www.youtube.com/watch?v=2tgrhTDoB00,off,2,#973 - Georgie Boy Co-Hosts The Podcast - The Daily Talk Show [2tgrhTDoB00].mp4
Bf6ISxyXZIY,25,https://www.youtube.com/watch?v=Bf6ISxyXZIY,mix,4,#746 - Flirty At The Family Reunion - The Daily Talk Show [Bf6ISxyXZIY].mp4
Y6jDYiv65q8,25,https://www.youtube.com/watch?v=Y6jDYiv65q8,off,2,#423 - 3D-Dyl's Still Figuring It Out - The Daily Talk Show [Y6jDYiv65q8].mp4
OaiijileB4g,25,https://www.youtube.com/watch?v=OaiijileB4g,off,2,#978 - The Fun Of Video Production - The Daily Talk Show [OaiijileB4g].mp4
CXJicoFjP-0,30,https://www.youtube.com/watch?v=CXJicoFjP-0,on,2,#797 - Trust & Uncertainty - The Daily Talk Show [CXJicoFjP-0].mp4
IPd0-n7gi18,25,https://www.youtube.com/watch?v=IPd0-n7gi18,off,3,"#401 - Jase Hawkins, The Nicest Guy In Radio - The Daily Talk Show [IPd0-n7gi18].mp4"
05hVO5J9O4E,25,https://www.youtube.com/watch?v=05hVO5J9O4E,off,3,#595 - Scooter Derek's First Collab - The Daily Talk Show [05hVO5J9O4E].mp4
W1VbCNE-pZs,30,https://www.youtube.com/watch?v=W1VbCNE-pZs,on,3,"#641 - Beans, Business & A Birthday Party - The Daily Talk Show [W1VbCNE-pZs].mp4"
udasGjyaCfM,25,https://www.youtube.com/watch?v=udasGjyaCfM,off,2,#981 - Emotions & A Surprise For Amy - The Daily Talk Show [udasGjyaCfM].mp4
h9qrgD_dEXc,25,https://www.youtube.com/watch?v=h9qrgD_dEXc,off,2,#625 - Clubbing & Psychologists - The Daily Talk Show [h9qrgD_dEXc].mp4
1PiFKBLEgKc,25,https://www.youtube.com/watch?v=1PiFKBLEgKc,off,3,#397 - Julian Haig And Tapioca Flour - The Daily Talk Show [1PiFKBLEgKc].mp4
jCUo9SlhAGI,25,https://www.youtube.com/watch?v=jCUo9SlhAGI,on,3,#671 - Craig Harper On Situational Awareness - The Daily Talk Show [jCUo9SlhAGI].mp4
Du_2VtwN8j8,25,https://www.youtube.com/watch?v=Du_2VtwN8j8,off,3,"#332 - Performer, Poet, Riddler Josh Piterman - The Daily Talk Show [Du_2VtwN8j8].mp4"
w8ul95w8Huc,30,https://www.youtube.com/watch?v=w8ul95w8Huc,mix,3,#749 - Pushback & Listening - The Daily Talk Show [w8ul95w8Huc].mp4
_RSV5OUG9ow,25,https://www.youtube.com/watch?v=_RSV5OUG9ow,off,2,#375 - The Ultimate Gronk Move - The Daily Talk Show [_RSV5OUG9ow].mp4
cfkaRHniax4,25,https://www.youtube.com/watch?v=cfkaRHniax4,on,4,#677 - Lunch & Learn - The Daily Talk Show [cfkaRHniax4].mp4
cfkW_4Z8OsU,25,https://www.youtube.com/watch?v=cfkW_4Z8OsU,off,2,#1011 - We're Finishing The Show - The Daily Talk Show [cfkW_4Z8OsU].mp4
f_JBjhF7iig,25,https://www.youtube.com/watch?v=f_JBjhF7iig,off,2,#303 - Risky Rumours - The Daily Talk Show [f_JBjhF7iig].mp4
DABrjmd4yPo,25,https://www.youtube.com/watch?v=DABrjmd4yPo,off,2,#938 - The Every Day Carry Guy - The Daily Talk Show [DABrjmd4yPo].mp4
l-E8OqTquoc,25,https://www.youtube.com/watch?v=l-E8OqTquoc,off,4,#512 - The D'Avella Drive Thru Wedding - The Daily Talk Show [l-E8OqTquoc].mp4
1NUJC1TuPVo,25,https://www.youtube.com/watch?v=1NUJC1TuPVo,off,3,#319 - Checking-In With Stacey June - The Daily Talk Show [1NUJC1TuPVo].mp4
IAX3LDtB_0k,25,https://www.youtube.com/watch?v=IAX3LDtB_0k,on,4,#734 - Sharing The Juice - The Daily Talk Show [IAX3LDtB_0k].mp4
f3ieq4G5ZkI,25,https://www.youtube.com/watch?v=f3ieq4G5ZkI,off,2,#507 - Underdressed In LA - The Daily Talk Show [f3ieq4G5ZkI].mp4
q--QBQXalWA,25,https://www.youtube.com/watch?v=q--QBQXalWA,off,3,#306 - Game Show Host Ryan Jon - The Daily Talk Show [q--QBQXalWA].mp4
9xmKZu-0ui4,25,https://www.youtube.com/watch?v=9xmKZu-0ui4,off,3,#540 - Writing & Blind Spots With Peter Shepherd - The Daily Talk Show [9xmKZu-0ui4].mp4
0LKn6s2IIu8,25,https://www.youtube.com/watch?v=0LKn6s2IIu8,off,3,#629 - Our Celebrity Crushes - The Daily Talk Show [0LKn6s2IIu8].mp4
ddXOCN1f1w8,25,https://www.youtube.com/watch?v=ddXOCN1f1w8,off,3,"#621 - Fast Food, Sandwiches And Lists With Lehmo - The Daily Talk Show [ddXOCN1f1w8].mp4"
Xmh69sVIJWM,30,https://www.youtube.com/watch?v=Xmh69sVIJWM,on,2,#887 - Air Fryers & Nasal Douching - The Daily Talk Show [Xmh69sVIJWM].mp4
C8Q2kvHNQ8M,25,https://www.youtube.com/watch?v=C8Q2kvHNQ8M,off,2,"#950 - Self Consciousness, Purpose & Identity - The Daily Talk Show [C8Q2kvHNQ8M].mp4"
X4am1-eMk-o,25,https://www.youtube.com/watch?v=X4am1-eMk-o,on,2,"#821 - Choice, Willpower & Feedback - The Daily Talk Show [X4am1-eMk-o].mp4"
xISi6a3wMaE,25,https://www.youtube.com/watch?v=xISi6a3wMaE,off,2,#552 - Not Crunchy At All - The Daily Talk Show [xISi6a3wMaE].mp4
Cx5mtMqnbmk,25,https://www.youtube.com/watch?v=Cx5mtMqnbmk,on,2,#960 - Human Evolution - The Daily Talk Show [Cx5mtMqnbmk].mp4
3-ywGI26VdI,25,https://www.youtube.com/watch?v=3-ywGI26VdI,on,3,"#652 - Houseparty, Isolation Hacks & Growing Potatoes - The Daily Talk Show [3-ywGI26VdI].mp4"
CgYQ4Ewq65k,25,https://www.youtube.com/watch?v=CgYQ4Ewq65k,on,4,#703 - Stacey June On Letting Go Of Expectations - The Daily Talk Show [CgYQ4Ewq65k].mp4
JNPRITklfHY,25,https://www.youtube.com/watch?v=JNPRITklfHY,off,2,#608 - Cancelling Valentine's Day - The Daily Talk Show [JNPRITklfHY].mp4
dP_ZGhr6RWg,30,https://www.youtube.com/watch?v=dP_ZGhr6RWg,mix,4,#763 - Painting The Picture - The Daily Talk Show [dP_ZGhr6RWg].mp4
SHdVsO748E4,25,https://www.youtube.com/watch?v=SHdVsO748E4,mix,3,#771 - Peter Shepherd And The Email Blow Up - The Daily Talk Show [SHdVsO748E4].mp4
F0Q3_GqwMSQ,25,https://www.youtube.com/watch?v=F0Q3_GqwMSQ,off,2,#571 - We've Got A Roller - The Daily Talk Show [F0Q3_GqwMSQ].mp4
XX3D78_PLzU,25,https://www.youtube.com/watch?v=XX3D78_PLzU,off,4,#539 - Surprising Work Experience Harry - The Daily Talk Show [XX3D78_PLzU].mp4
yXe-tLeGUJ8,25,https://www.youtube.com/watch?v=yXe-tLeGUJ8,on,3,#655 - Checking In With Brad Blanks - The Daily Talk Show [yXe-tLeGUJ8].mp4
YNIhyeK5n8U,25,https://www.youtube.com/watch?v=YNIhyeK5n8U,on,4,#684 - Exclusives With Peter Shepherd - The Daily Talk Show [YNIhyeK5n8U].mp4
go7o-SLkmvA,25,https://www.youtube.com/watch?v=go7o-SLkmvA,off,2,#620 - The TikTok Tick - The Daily Talk Show [go7o-SLkmvA].mp4
WWXPbHE5Who,25,https://www.youtube.com/watch?v=WWXPbHE5Who,off,2,#327 - AirPod Sucker - The Daily Talk Show [WWXPbHE5Who].mp4
HrJxLnfLrl4,25,https://www.youtube.com/watch?v=HrJxLnfLrl4,off,2,#260 - Sex & Housemates - The Daily Talk Show [HrJxLnfLrl4].mp4
r7q9gd2JYqc,25,https://www.youtube.com/watch?v=r7q9gd2JYqc,off,3,#511 - Ryan Shelton On Empathy & Teamwork - The Daily Talk Show [r7q9gd2JYqc].mp4
KNnSaNWKasM,25,https://www.youtube.com/watch?v=KNnSaNWKasM,on,3,#654 - Catfishing & Parenting Advice - The Daily Talk Show [KNnSaNWKasM].mp4
25H0KCBAjb0,25,https://www.youtube.com/watch?v=25H0KCBAjb0,off,2,#1021 - Going Back To Stripping？ - The Daily Talk Show [25H0KCBAjb0].mp4
BXAaIphgPSE,25,https://www.youtube.com/watch?v=BXAaIphgPSE,off,3,"#276 - Periscope Pete, Josh's Walking Coach - The Daily Talk Show [BXAaIphgPSE].mp4"
Xckx9mDaqJs,30,https://www.youtube.com/watch?v=Xckx9mDaqJs,on,2,#839 - Birthdays & Big Blocks - The Daily Talk Show [Xckx9mDaqJs].mp4
1n_MdM1t6DY,25,https://www.youtube.com/watch?v=1n_MdM1t6DY,off,4,#309 - Shameless Podcast Success - The Daily Talk Show [1n_MdM1t6DY].mp4
APQFQ9Dtm5o,25,https://www.youtube.com/watch?v=APQFQ9Dtm5o,off,2,"#395 - Contexts, Words & Intentions - The Daily Talk Show [APQFQ9Dtm5o].mp4"
zmKig88BOB0,25,https://www.youtube.com/watch?v=zmKig88BOB0,off,2,#439 - The Biscuit Blowout - The Daily Talk Show [zmKig88BOB0].mp4
EInXX12tsg0,30,https://www.youtube.com/watch?v=EInXX12tsg0,off,2,#784 - Finding Jess A Life Partner - The Daily Talk Show [EInXX12tsg0].mp4
B81C66vYMcA,25,https://www.youtube.com/watch?v=B81C66vYMcA,off,2,#282 - Running Out Of Food - The Daily Talk Show [B81C66vYMcA].mp4
ykCsRvRhqIY,30,https://www.youtube.com/watch?v=ykCsRvRhqIY,on,2,#852 - A 30th Birthday Surprise - The Daily Talk Show [ykCsRvRhqIY].mp4
6xXjyeMnxTc,25,https://www.youtube.com/watch?v=6xXjyeMnxTc,on,4,#892 - Four Fingers Or Five With Jack Post - The Daily Talk Show [6xXjyeMnxTc].mp4
n2VpJ-iiZqg,25,https://www.youtube.com/watch?v=n2VpJ-iiZqg,off,3,#451 - The Life Plan With Shannah Kennedy - The Daily Talk Show [n2VpJ-iiZqg].mp4
NkLPAj6GOR4,25,https://www.youtube.com/watch?v=NkLPAj6GOR4,off,2,#966 - Our Community Of Gronks Feeling Disconnected - The Daily Talk Show [NkLPAj6GOR4].mp4
1OXjBuraT6Q,25,https://www.youtube.com/watch?v=1OXjBuraT6Q,on,4,#682 - The Daily Talk Show Formal - The Daily Talk Show [1OXjBuraT6Q].mp4
XUlGt50wOWY,30,https://www.youtube.com/watch?v=XUlGt50wOWY,top,4,#1000 - Episode 1000! (PART 3) -  The Daily Talk Show [XUlGt50wOWY].mp4
uio91z0ehEc,25,https://www.youtube.com/watch?v=uio91z0ehEc,on,4,#694 - Tongue Pics - The Daily Talk Show [uio91z0ehEc].mp4
b9Aowi4Cttg,25,https://www.youtube.com/watch?v=b9Aowi4Cttg,on,4,#927 - A Rage Phone Call - The Daily Talk Show [b9Aowi4Cttg].mp4
6g61f1EOvZQ,25,https://www.youtube.com/watch?v=6g61f1EOvZQ,off,2,#993 - The Golf Show - The Daily Talk Show [6g61f1EOvZQ].mp4
GifT9UTPAp8,25,https://www.youtube.com/watch?v=GifT9UTPAp8,off,2,#988 - Silly Good Vanilla Slice - The Daily Talk Show [GifT9UTPAp8].mp4
EoTQEYX4dmg,25,https://www.youtube.com/watch?v=EoTQEYX4dmg,off,2,#991 - Planning For Episode 1000 - The Daily Talk Show [EoTQEYX4dmg].mp4
QYPV7q0ZNoA,25,https://www.youtube.com/watch?v=QYPV7q0ZNoA,off,4,#616 - Collaboration With Peter Shepherd & Scooter Derek - The Daily Talk Show [QYPV7q0ZNoA].mp4
SqfLMZoT-yM,25,https://www.youtube.com/watch?v=SqfLMZoT-yM,off,3,"#273 - Vet, Illustrator, Spy Dr Kim Lam - The Daily Talk Show [SqfLMZoT-yM].mp4"
GXM3O3_IxO0,25,https://www.youtube.com/watch?v=GXM3O3_IxO0,off,3,#283 - The Milestone Player Jack Post - The Daily Talk Show [GXM3O3_IxO0].mp4
YXT7ShfWZg8,25,https://www.youtube.com/watch?v=YXT7ShfWZg8,on,2,#835 - The Pink-Tailed Possum - The Daily Talk Show [YXT7ShfWZg8].mp4
3iwtC7BBvPo,25,https://www.youtube.com/watch?v=3iwtC7BBvPo,mix,3,#638 - Going Remote With Peter Shepherd - The Daily Talk Show [3iwtC7BBvPo].mp4
edQuXcYKZMU,25,https://www.youtube.com/watch?v=edQuXcYKZMU,on,3,#799 - Foundr's Nathan Chan On Thinking Big & Problem Solving - The Daily Talk Show [edQuXcYKZMU].mp4
b76CCXoVaKE,25,https://www.youtube.com/watch?v=b76CCXoVaKE,on,4,#886 - Picnics & Hot Chips - The Daily Talk Show [b76CCXoVaKE].mp4
Pwtkkn9nmR0,25,https://www.youtube.com/watch?v=Pwtkkn9nmR0,on,4,#738 - Australian Podcast Drama - The Daily Talk Show [Pwtkkn9nmR0].mp4
HP6re-WySD8,30,https://www.youtube.com/watch?v=HP6re-WySD8,on,2,#875 - Comfortability - The Daily Talk Show [HP6re-WySD8].mp4
wDVweK-_774,30,https://www.youtube.com/watch?v=wDVweK-_774,off,2,#774 - Kicked Out Of A Cafe - The Daily Talk Show [wDVweK-_774].mp4
aImUKLHILFA,25,https://www.youtube.com/watch?v=aImUKLHILFA,on,2,#828 - Air Fryers & Fruity Friday - The Daily Talk Show [aImUKLHILFA].mp4
HVuayCN6nnA,25,https://www.youtube.com/watch?v=HVuayCN6nnA,on,3,#676 - Genetically Annoying - The Daily Talk Show [HVuayCN6nnA].mp4
yZu4XiWyDUk,25,https://www.youtube.com/watch?v=yZu4XiWyDUk,on,25,"#662 - Leather Jackets, Sauna Etiquette & Kick Ons - The Daily Talk Show [yZu4XiWyDUk].mp4"
N5npJapNBP4,25,https://www.youtube.com/watch?v=N5npJapNBP4,off,2,#627 - B＊tch Batching - The Daily Talk Show [N5npJapNBP4].mp4
SGoXK2DVJ18,30,https://www.youtube.com/watch?v=SGoXK2DVJ18,on,4,"#736 - Special Buys, Slow Cooks & Discord - The Daily Talk Show [SGoXK2DVJ18].mp4"
X0_XV3b6q-s,25,https://www.youtube.com/watch?v=X0_XV3b6q-s,mix,5,#413 - The Bleaching - The Daily Talk Show [X0_XV3b6q-s].mp4
33yh5YDh460,30,https://www.youtube.com/watch?v=33yh5YDh460,on,4,#695 - Late Nights & Virtual Games - The Daily Talk Show [33yh5YDh460].mp4
VdAnJ27h4fY,25,https://www.youtube.com/watch?v=VdAnJ27h4fY,off,3,#483 - Ash Williams And The Poisonous Massage Oil - The Daily Talk Show [VdAnJ27h4fY].mp4
ZwXrEIWAYz0,30,https://www.youtube.com/watch?v=ZwXrEIWAYz0,on,2,#866 - Intention Setting - The Daily Talk Show [ZwXrEIWAYz0].mp4
SznDJKVdRSM,25,https://www.youtube.com/watch?v=SznDJKVdRSM,off,2,#581 - Expired Banana Bread - The Daily Talk Show [SznDJKVdRSM].mp4
iF-nrdWocyU,25,https://www.youtube.com/watch?v=iF-nrdWocyU,off,3,#710 - Best Of 700 Episodes： Day 1 - The Daily Talk Show [iF-nrdWocyU].mp4
SB5VnuVFZbk,25,https://www.youtube.com/watch?v=SB5VnuVFZbk,on,4,#914 - Out Of Office - The Daily Talk Show [SB5VnuVFZbk].mp4
XsFVp0PJzXc,25,https://www.youtube.com/watch?v=XsFVp0PJzXc,off,2,#591 - The Australian Podcast Ranker - The Daily Talk Show [XsFVp0PJzXc].mp4
OlBzmeJWg3U,25,https://www.youtube.com/watch?v=OlBzmeJWg3U,off,3,#587 - Three Greedy Pigs With Rhys Mitchell - The Daily Talk Show [OlBzmeJWg3U].mp4
uKU66wI4nlg,25,https://www.youtube.com/watch?v=uKU66wI4nlg,mix,5,#759 - NSFW With Tully Smyth - The Daily Talk Show [uKU66wI4nlg].mp4
-5uvBUm2IIQ,25,https://www.youtube.com/watch?v=-5uvBUm2IIQ,off,2,#1022 - Goodbye. We Love You - The Daily Talk Show [-5uvBUm2IIQ].mp4
iKZgkTf-poY,25,https://www.youtube.com/watch?v=iKZgkTf-poY,off,3,"#458 - Tanya Hennessy On Therapy, Imposter Syndrome & Finding Your Voice - The Daily Talk Show [iKZgkTf-poY].mp4"
